Job Title,Job Description,Skills,Certifications
Full Stack Python Developer/Programmer/Engineer,"Creates full-stack applications using Python frameworks (e.g., Django). Responsible for developing both client-side and server-side components.","Python, Django, Flask, REST APIs, SQL, Data Structures, Algorithms, Cloud Computing, Linux, Docker, Git, JavaScript, HTML, CSS, React","Python Institute Certifications, Django for Everybody Specialization"
Game Developer,"Designs and develops video games across platforms. Responsible for coding gameplay mechanics, graphics, and user interactions.","Unity, C++, Game Design, Game Engines, C#, VR Development, JavaScript, Unreal Engine","Unity Certified Developer, Game Design and Development Specialization"
GCP DevOps Engineer,"Implements DevOps practices on Google Cloud Platform. Responsible for automating deployments, managing CI/CD pipelines, and ensuring system reliability.","Google Cloud, DevOps, CI/CD, Terraform, Ansible, Docker, Kubernetes, Linux, Automation, Scripting","Google Cloud Professional DevOps Engineer, Google Cloud Associate Cloud Engineer"
Gerrit Engineer,Manages Gerrit code review system to facilitate collaborative development. Responsibilities include configuring projects and managing user access.,"Gerrit, Git, Code Review, Linux, Automation, Scripting, Version Control","Gerrit Code Review Certification (if available), GitHub Proficiency Certifications"
Git Engineer,"Specializes in Git version control systems. Responsible for managing repositories, branching strategies, and ensuring code integrity during development.","Git, Version Control, Branching Strategies, Code Review, CI/CD, Automation, Scripting","GitHub Proficiency Certifications, GitLab Certifications"
Github Engineer,"Manages GitHub repositories for version control. Responsibilities include setting up workflows, managing pull requests, and collaborating with teams.","GitHub, Git, Version Control, CI/CD, Automation, Scripting, GitHub Actions","GitHub Proficiency Certifications, GitLab Certifications"
GitLab Engineer,Administers GitLab repositories for version control. Responsible for configuring CI/CD pipelines and managing project settings.,"GitLab, Git, Version Control, CI/CD, Automation, Scripting, GitLab CI","GitLab Certified Associate, GitLab CI/CD Certification"
Gradle Engineer,Utilizes Gradle build automation tools to manage project dependencies and build processes. Responsible for optimizing build configurations.,"Gradle, Build Automation, Java, Groovy, CI/CD, Version Control, Git","Gradle Certification, Java Developer Certification"
Grafana Engineer,Implements Grafana dashboards for data visualization. Responsible for monitoring metrics from various sources to provide insights into system performance.,"Grafana, Data Visualization, Monitoring, Alerting, Metrics, Dashboards, Linux, Cloud Computing","Grafana Certified Associate, Monitoring and Observability Certifications"
Groovy Engineer,Develops scripts using Groovy programming language to automate tasks within Java applications or build processes.,"Groovy, Scripting, Jenkins, Automation, Java, Build Automation","Groovy Certification, Java Developer Certification"
INFORMATION ARCHITECT,Designs information systems that provide clear navigation structures for users. Works on organizing content effectively across digital platforms.,"Information Architecture, UI/UX Design, User Research, Wireframing, Prototyping, Content Strategy","Certified Information Architect (CIA), User Experience Professional Certification"
Information Security Analyst,Protects an organization’s computer systems by implementing security measures. Responsibilities include monitoring networks for security breaches.,"Security, Network Security, Firewalls, IDS/IPS, Vulnerability Management, Penetration Testing, Security Auditing","Certified Information Systems Security Professional (CISSP), Certified Ethical Hacker (CEH)"
INTERACTION DESIGNER,Focuses on creating engaging interfaces that enhance user experience. Responsibilities include conducting user research and usability testing.,"Interaction Design, UI/UX Design, Prototyping, User Research, Wireframing, Usability Testing","Interaction Design Foundation Certifications, Certified Usability Analyst (CUA)"
IOS Developer,Develops mobile applications for iOS devices using Swift or Objective-C. Responsible for implementing UI designs and ensuring app performance.,"Swift, Objective-C, iOS SDK, XCode, UI/UX Design, REST APIs, SQL, Mobile Development","Apple Certified iOS Developer, iOS App Development Bootcamp"
Istio Engineer,"Implements service mesh solutions using Istio to manage microservices communication. Focuses on traffic management, security policies, and observability.","Istio, Service Mesh, Kubernetes, Docker, Cloud Computing, Networking, Traffic Management, Security","Istio Certification (if available), Cloud Native Computing Foundation Certifications"
IT Manager,"Oversees IT operations within an organization. Responsibilities include managing IT staff, budgeting, and ensuring alignment with business goals.","Project Management, Team Leadership, Agile Methodologies, Budgeting, IT Infrastructure, Networking, Cloud Computing, Cybersecurity","Project Management Professional (PMP), ITIL Foundation Certification"
JaCoCO Engineer,Utilizes JaCoCO to measure code coverage in Java applications. Responsible for integrating coverage reporting into CI/CD pipelines.,"JaCoCO, Code Coverage, Java, Testing, Quality Assurance, CI/CD","Java Developer Certification, JUnit Certification"
Java Developer,"Develops software applications using Java programming language. Responsibilities include writing code, debugging, and collaborating with team members on projects.","Java, Spring Framework, Hibernate, J2EE, SQL, REST APIs, JUnit, Maven, Git, Jenkins, Cloud Computing, Microservices","Oracle Certified Professional, Java SE Programmer, Spring Framework Certification"
JavaScript Developer,Creates interactive web applications using JavaScript frameworks/libraries like React or Angular. Focuses on front-end development best practices.,"JavaScript, HTML, CSS, React, Angular, Vue.js, Node.js, TypeScript, Sass, UI/UX Design","JavaScript Developer Certificate, Certified JavaScript Developer"
Jenkins Engineer,Manages Jenkins CI/CD server to automate software builds/deployments. Responsibilities include configuring jobs/plugins and maintaining build pipelines.,"Jenkins, CI/CD, Automation, Groovy, Scripting, Linux, Docker, Kubernetes, Build Automation, Version Control","Certified Jenkins Engineer, AWS Certified DevOps Engineer – Professional"
JIRA Engineer,"Administers JIRA project management tool to support Agile teams. Responsibilities include configuring workflows, managing projects, and providing user support.","Jira, Atlassian Suite, Agile Methodologies, Workflow Configuration, User Management, Project Management","Atlassian Jira Administration Certification, AgilePM Certification"
Jr Developer,Assists in software development tasks under supervision while gaining practical experience in coding/debugging practices.,"JavaScript, Java, Python, Git, SQL, HTML, CSS, Data Structures, Algorithms","CompTIA IT Fundamentals+, Coding Bootcamp Certificates"
Junior Developer,Supports development teams by writing code under guidance while learning best practices in software development.,"JavaScript, Java, Python, Git, SQL, HTML, CSS, Data Structures, Algorithms","CompTIA IT Fundamentals+, Coding Bootcamp Certificates"
Junior Front End Developer,Assists in developing front-end components of web applications while learning HTML/CSS/JavaScript.,"JavaScript, HTML, CSS, React, Vue.js, Git, UI/UX Basics","HTML/CSS/JavaScript Certifications, Front-End Web Development Bootcamp"
Junior IOS Developer,Supports iOS application development efforts while gaining hands-on experience with Swift/Objective-C.,"Swift, Objective-C, iOS SDK, XCode, UI/UX Basics, Git","Apple Certified iOS Developer, iOS App Development Bootcamp"
Junior Software Developer,Participates in software development projects while gaining practical experience through coding/debugging tasks.,"JavaScript, Java, Python, Git, SQL, HTML, CSS, Data Structures, Algorithms","CompTIA IT Fundamentals+, Coding Bootcamp Certificates"
Junior Software Engineer,Assists in engineering tasks related to software development while learning from experienced team members.,"JavaScript, Java, Python, Git, SQL, HTML, CSS, Data Structures, Algorithms","CompTIA IT Fundamentals+, Coding Bootcamp Certificates"
Junior Web Developer,Supports web development efforts by writing basic code under supervision while learning front-end/back-end technologies.,"HTML, CSS, JavaScript, Git, Web Development Fundamentals, UI/UX Basics","HTML/CSS/JavaScript Certifications, Front-End Web Development Bootcamp"
JUnit Engineer,Utilizes JUnit framework to write unit tests for Java applications. Responsibilities include ensuring code quality through automated testing.,"JUnit, Java, Testing, Unit Testing, Test Automation, CI/CD","JUnit Certification, Java Developer Certification"
kubernetes Administrator,No description available,"Kubernetes, Docker, Linux, Cloud Computing, AWS, Azure, Networking, CI/CD, Automation, Security",
Kubernetes Engineer,Designs and implements Kubernetes solutions for container orchestration while ensuring high availability of services.,"Kubernetes, Docker, Linux, Cloud Computing, AWS, Azure, Networking, CI/CD, Automation, Security","Certified Kubernetes Administrator (CKA), Docker Certified Associate"
Machine Learning Engineer,Builds machine learning models by implementing algorithms/data processing techniques while focusing on model evaluation/deployment.,"Python, Machine Learning, TensorFlow, Keras, PyTorch, Data Analysis, Deep Learning, Natural Language Processing, Computer Vision, Data Science, Algorithms","Microsoft Certified: Azure Data Scientist Associate, TensorFlow Developer Certificate"
