job_id,job_title,job_description,skills_required,certifications,industry,experience_level,education_required
127,Doctor 127,"We are hiring a Doctor in the Hospitality industry. Candidate should have strong skills in Data Analysis, Excel, Teaching and demonstrate professional competency.","Data Analysis, Excel, Teaching",TEFL,Hospitality,Executive,B.Tech
128,NGO Coordinator 128,"We are hiring a NGO Coordinator in the Education industry. Candidate should have strong skills in Java, Customer Service, Patient Care and demonstrate professional competency.","Java, Customer Service, Patient Care",AWS Certified,Education,Manager,MSc
129,Pharmacist 129,"We are hiring a Pharmacist in the Automobile industry. Candidate should have strong skills in Cloud Computing, Python, Communication and demonstrate professional competency.","Cloud Computing, Python, Communication",Google Data Analytics,Automobile,Senior,BSc
130,Biomedical Engineer 130,"We are hiring a Biomedical Engineer in the Manufacturing industry. Candidate should have strong skills in Sales Strategy, Cybersecurity, Excel and demonstrate professional competency.","Sales Strategy, Cybersecurity, Excel",Six Sigma,Manufacturing,Junior,BSc
131,Bank Manager 131,"We are hiring a Bank Manager in the Retail industry. Candidate should have strong skills in C++, Patient Care, Sales Strategy and demonstrate professional competency.","C++, Patient Care, Sales Strategy",Scrum Master,Retail,Junior,B.Ed
132,Marine Biologist 132,"We are hiring a Marine Biologist in the Education industry. Candidate should have strong skills in Marketing, Java, Python and demonstrate professional competency.","Marketing, Java, Python",AWS Certified,Education,Fresher,BCom
133,Environmental Engineer 133,"We are hiring a Environmental Engineer in the Construction industry. Candidate should have strong skills in SQL, Excel, C++ and demonstrate professional competency.","SQL, Excel, C++",Google Data Analytics,Construction,Fresher,PhD
134,Stock Broker 134,"We are hiring a Stock Broker in the E-commerce industry. Candidate should have strong skills in Java, Public Speaking, AutoCAD and demonstrate professional competency.","Java, Public Speaking, AutoCAD",TEFL,E-commerce,Mid-Level,MBA
135,Insurance Advisor 135,"We are hiring a Insurance Advisor in the Transportation industry. Candidate should have strong skills in Public Speaking, C++, Python and demonstrate professional competency.","Public Speaking, C++, Python",Microsoft Azure,Transportation,Executive,BCom
136,Content Writer 136,"We are hiring a Content Writer in the Manufacturing industry. Candidate should have strong skills in Public Speaking, Problem Solving, Teaching and demonstrate professional competency.","Public Speaking, Problem Solving, Teaching",Scrum Master,Manufacturing,Senior,B.Tech
137,Delivery Executive 137,"We are hiring a Delivery Executive in the Government industry. Candidate should have strong skills in Python, SQL, Communication and demonstrate professional competency.","Python, SQL, Communication",Digital Marketing Certification,Government,Manager,ITI
138,Pilot 138,"We are hiring a Pilot in the Defense industry. Candidate should have strong skills in Excel, Public Speaking, Data Analysis and demonstrate professional competency.","Excel, Public Speaking, Data Analysis",Microsoft Azure,Defense,Fresher,BCom
139,Lab Technician 139,"We are hiring a Lab Technician in the Finance industry. Candidate should have strong skills in Accounting, Public Speaking, Cloud Computing and demonstrate professional competency.","Accounting, Public Speaking, Cloud Computing",AWS Certified,Finance,Senior,B.Ed
140,Recruiter 140,"We are hiring a Recruiter in the IT industry. Candidate should have strong skills in Problem Solving, Excel, Project Management and demonstrate professional competency.","Problem Solving, Excel, Project Management",Chartered Accountant,IT,Senior,B.Ed
141,Recruiter 141,"We are hiring a Recruiter in the Hospitality industry. Candidate should have strong skills in Content Creation, Sales Strategy, SQL and demonstrate professional competency.","Content Creation, Sales Strategy, SQL",Google Data Analytics,Hospitality,Manager,MBA
142,Professor 142,"We are hiring a Professor in the Pharmaceutical industry. Candidate should have strong skills in Customer Service, Teaching, Accounting and demonstrate professional competency.","Customer Service, Teaching, Accounting",Six Sigma,Pharmaceutical,Mid-Level,ITI
143,Electrician 143,"We are hiring a Electrician in the Finance industry. Candidate should have strong skills in Java, Communication, Marketing and demonstrate professional competency.","Java, Communication, Marketing",Cisco CCNA,Finance,Manager,ITI
144,Yoga Instructor 144,"We are hiring a Yoga Instructor in the Energy industry. Candidate should have strong skills in Leadership, Sales Strategy, Python and demonstrate professional competency.","Leadership, Sales Strategy, Python",First Aid Certified,Energy,Mid-Level,BCom
145,Hotel Manager 145,"We are hiring a Hotel Manager in the Manufacturing industry. Candidate should have strong skills in Python, Project Management, Public Speaking and demonstrate professional competency.","Python, Project Management, Public Speaking",Six Sigma,Manufacturing,Mid-Level,MBA
146,Real Estate Agent 146,"We are hiring a Real Estate Agent in the Manufacturing industry. Candidate should have strong skills in Project Management, Leadership, Cloud Computing and demonstrate professional competency.","Project Management, Leadership, Cloud Computing",Cisco CCNA,Manufacturing,Senior,PhD
147,Cab Driver 147,"We are hiring a Cab Driver in the Hospitality industry. Candidate should have strong skills in Cloud Computing, Leadership, Machine Operation and demonstrate professional competency.","Cloud Computing, Leadership, Machine Operation",Google Data Analytics,Hospitality,Mid-Level,BA
148,Geologist 148,"We are hiring a Geologist in the Telecommunications industry. Candidate should have strong skills in Leadership, Cloud Computing, SQL and demonstrate professional competency.","Leadership, Cloud Computing, SQL",Six Sigma,Telecommunications,Mid-Level,ITI
149,Fashion Designer 149,"We are hiring a Fashion Designer in the Energy industry. Candidate should have strong skills in Marketing, Java, Problem Solving and demonstrate professional competency.","Marketing, Java, Problem Solving",TEFL,Energy,Fresher,B.Tech
150,Software Developer 150,"We are hiring a Software Developer in the IT industry. Candidate should have strong skills in Leadership, Cybersecurity, AutoCAD and demonstrate professional competency.","Leadership, Cybersecurity, AutoCAD",Scrum Master,IT,Mid-Level,MSc
151,Textile Engineer 151,"We are hiring a Textile Engineer in the Manufacturing industry. Candidate should have strong skills in Public Speaking, Cybersecurity, Problem Solving and demonstrate professional competency.","Public Speaking, Cybersecurity, Problem Solving",Six Sigma,Manufacturing,Manager,Diploma
152,News Reporter 152,"We are hiring a News Reporter in the IT industry. Candidate should have strong skills in C++, Marketing, Problem Solving and demonstrate professional competency.","C++, Marketing, Problem Solving",Digital Marketing Certification,IT,Fresher,BA
153,Content Writer 153,"We are hiring a Content Writer in the Defense industry. Candidate should have strong skills in SQL, Public Speaking, Communication and demonstrate professional competency.","SQL, Public Speaking, Communication",Digital Marketing Certification,Defense,Executive,MBA
154,Event Planner 154,"We are hiring a Event Planner in the Real Estate industry. Candidate should have strong skills in Marketing, Cloud Computing, Sales Strategy and demonstrate professional competency.","Marketing, Cloud Computing, Sales Strategy",Chartered Accountant,Real Estate,Junior,B.Ed
155,Army Officer 155,"We are hiring a Army Officer in the Defense industry. Candidate should have strong skills in Sales Strategy, Python, Machine Operation and demonstrate professional competency.","Sales Strategy, Python, Machine Operation",PMP,Defense,Mid-Level,12th Pass
156,Yoga Instructor 156,"We are hiring a Yoga Instructor in the Defense industry. Candidate should have strong skills in Marketing, Leadership, Customer Service and demonstrate professional competency.","Marketing, Leadership, Customer Service",PMP,Defense,Senior,MSc
157,Software Developer 157,"We are hiring a Software Developer in the E-commerce industry. Candidate should have strong skills in C++, Problem Solving, Public Speaking and demonstrate professional competency.","C++, Problem Solving, Public Speaking",AWS Certified,E-commerce,Senior,MSc
158,Librarian 158,"We are hiring a Librarian in the Energy industry. Candidate should have strong skills in Teaching, Customer Service, SQL and demonstrate professional competency.","Teaching, Customer Service, SQL",AWS Certified,Energy,Executive,MSc
159,Journalist 159,"We are hiring a Journalist in the Pharmaceutical industry. Candidate should have strong skills in Leadership, SQL, Java and demonstrate professional competency.","Leadership, SQL, Java",TEFL,Pharmaceutical,Senior,MBA
160,Social Worker 160,"We are hiring a Social Worker in the Automobile industry. Candidate should have strong skills in Cybersecurity, Data Analysis, Machine Operation and demonstrate professional competency.","Cybersecurity, Data Analysis, Machine Operation",Chartered Accountant,Automobile,Mid-Level,BCom
161,DevOps Engineer 161,"We are hiring a DevOps Engineer in the Defense industry. Candidate should have strong skills in Leadership, Marketing, Java and demonstrate professional competency.","Leadership, Marketing, Java",Cisco CCNA,Defense,Executive,12th Pass
162,HR Manager 162,"We are hiring a HR Manager in the Manufacturing industry. Candidate should have strong skills in Sales Strategy, Teaching, Data Analysis and demonstrate professional competency.","Sales Strategy, Teaching, Data Analysis",Google Data Analytics,Manufacturing,Senior,B.Tech
163,Cloud Engineer 163,"We are hiring a Cloud Engineer in the Manufacturing industry. Candidate should have strong skills in Marketing, SQL, Communication and demonstrate professional competency.","Marketing, SQL, Communication",Microsoft Azure,Manufacturing,Senior,B.Tech
